-0.155567	-0.019549	0.132347	0.089343	-0.147823	-0.009523	0.133698	0.067689	0.009828	0.060395	-0.121014	-0.106667	-0.041993	-0.003594	-0.039784	-0.224665	0.008688	-0.030353	-0.022691	0.002391	0.066883	0.077509	-0.093310	-0.054434	0.092610	-0.061036	0.011200	0.012689	-0.001629	-0.010957	-0.006807	-0.208432	0.051071	-0.050791	0.020227	0.040266	-0.033660	0.145052	-0.014161	-0.062005	0.000995	-0.156069	-0.051795	0.046549	0.007129	-0.028954	0.057822	0.091599	0.083339	0.069466	-0.040123	0.144803	0.098839	0.034623	-0.013191	-0.043712	-0.169530	-0.198265	-0.029651	-0.037450	-0.007546	0.025490	0.048114	0.055148	0.066795	-0.054528	-0.014244	0.041434	0.199293	-0.063745	0.165696	0.110732	-0.010211	-0.103965	-0.067985	0.163940	0.004583	-0.092540	-0.029337	0.124003	-0.016189	0.195661	0.080140	-0.106991	0.003905	0.018547	0.056054	0.038223	0.225142	0.042071	-0.003216	0.005065	0.003694	0.071840	-0.026917	-0.030572	0.159568	-0.029473	-0.127549	0.050636	-0.109025	-0.151568	0.101498	0.089186	-0.084258	0.180101	0.000991	0.112473	-0.123986	-0.097577	-0.134233	-0.095294	-0.042020	-0.006916	-0.006448	0.003609	0.077939	-0.041595	-0.070633	-0.007964	0.058501	0.050896	-0.092870	0.004889	-0.125881	0.114495	-0.025037	-0.027720
0.054098	-0.046715	0.052258	0.058301	-0.071059	-0.103051	0.116124	0.081407	0.054430	-0.035025	-0.039123	-0.020128	-0.064344	-0.050668	0.021861	-0.088875	0.042709	0.123294	0.044338	-0.108075	0.169139	0.062028	0.001957	-0.075949	-0.145141	0.061623	0.078773	-0.031777	0.123039	0.115861	-0.019132	-0.141879	0.070803	0.095196	-0.006149	-0.001356	-0.087204	-0.006516	-0.101292	-0.199995	0.127830	0.006673	0.082798	0.052358	-0.082758	0.114096	0.042427	0.027107	-0.022414	0.178105	-0.054352	0.002658	0.124214	0.130436	-0.101481	-0.147566	-0.168169	0.038834	0.114206	-0.002543	-0.029399	0.227315	0.051255	0.000342	0.012061	0.132035	-0.011628	-0.040014	0.115361	0.040872	-0.104774	0.009575	-0.116089	-0.185437	-0.177835	0.189680	-0.070775	0.000544	0.039720	0.028883	-0.080994	0.169463	0.089259	-0.116147	0.187629	0.208576	-0.014126	0.081624	-0.009683	0.018369	-0.021146	0.010474	-0.053099	0.052774	0.099379	-0.083043	0.067657	0.029126	0.074215	-0.043117	-0.052052	0.071940	0.088948	-0.016612	0.041623	0.003079	-0.045647	0.058084	0.009170	0.070046	-0.082969	-0.114140	-0.045886	0.040116	-0.039003	0.113237	0.024732	0.041239	0.019237	0.007126	0.107082	0.056186	-0.005853	0.001637	-0.141648	0.065064	0.086508	0.038799
0.092860	-0.061747	0.054599	-0.032696	-0.011247	-0.176978	0.155192	0.059936	0.042052	-0.031361	-0.068051	0.029087	-0.030388	-0.030015	0.018800	-0.187895	0.105603	0.124866	0.095082	-0.075384	0.079903	0.036941	0.002430	-0.072740	-0.103250	0.035736	0.104653	-0.044688	0.052080	0.046278	-0.050364	-0.113612	0.063139	0.065490	-0.049213	0.005759	-0.076540	0.028606	-0.066666	-0.257978	0.053380	0.049316	0.043901	0.078868	-0.053355	0.048299	0.028985	0.037650	0.015194	0.109355	-0.059103	0.001752	0.104530	0.069648	-0.092006	-0.015032	-0.103661	-0.026440	0.151055	0.051661	-0.025922	0.261101	0.034090	-0.022310	-0.066808	0.093801	0.001698	-0.127613	0.162681	0.045022	-0.045220	0.015351	-0.140899	-0.141174	-0.079703	0.147590	-0.089533	-0.012335	0.017309	0.065961	0.005906	0.170177	0.041657	-0.091978	0.173124	0.201952	-0.059359	0.139012	0.018377	-0.033249	-0.004974	0.033758	0.013014	0.099178	0.027901	-0.217197	0.082323	0.088404	0.068289	-0.016942	-0.105636	0.078347	0.149488	0.007886	0.097870	0.042187	-0.005905	-0.029994	0.071166	0.143484	-0.120846	-0.106863	-0.003625	0.078124	-0.058446	0.054339	-0.009716	0.118938	-0.024357	0.007636	0.081943	0.059763	0.001367	0.029484	-0.126510	0.075815	0.055627	0.033154
-0.009958	-0.032980	0.064562	0.066750	-0.001880	-0.155138	0.117471	0.086880	0.077395	-0.016043	-0.010775	0.015797	0.021238	-0.083718	0.062133	-0.090749	0.079980	0.070903	0.150750	-0.018516	0.159150	0.043887	0.005316	-0.092281	-0.109982	0.079856	0.140805	-0.060780	0.091304	0.146504	-0.016139	-0.149724	0.086950	0.106397	-0.042290	-0.009128	-0.109144	0.005502	-0.097410	-0.188642	0.098340	0.005980	0.061537	0.035810	-0.072881	0.062949	0.029660	-0.025027	0.017428	0.133434	-0.047794	-0.011317	0.116685	0.117281	-0.117266	-0.114789	-0.169283	0.059256	0.121831	0.039370	-0.040056	0.231569	0.051151	-0.020492	0.007198	0.173909	0.042967	-0.094298	0.114493	0.032638	-0.110734	0.024313	-0.139099	-0.082768	-0.167292	0.126864	-0.033200	-0.018917	0.071458	0.033193	-0.016531	0.193268	0.050979	-0.151963	0.146392	0.183167	0.026180	0.138658	0.015674	0.013788	-0.060017	0.058311	-0.081910	0.062223	0.085310	-0.079329	0.104729	-0.032327	0.109773	-0.044421	-0.036278	0.020588	0.088004	-0.047380	0.115814	-0.091576	-0.078790	0.063430	0.057693	0.086170	-0.096575	-0.088326	-0.040492	0.023010	-0.060147	0.089658	0.052789	0.024841	-0.038496	0.017747	0.110886	0.065086	-0.008443	-0.034521	-0.097891	0.074377	0.043279	0.039664
0.005658	-0.068610	0.048155	0.004823	-0.011793	-0.155746	0.139718	0.083350	0.108444	-0.025321	-0.011845	0.020266	-0.071612	-0.060261	0.030006	-0.093263	0.081501	0.090094	0.066827	-0.009719	0.165157	0.025242	-0.012725	-0.074615	-0.117266	0.090626	0.096834	-0.081624	0.089546	0.156716	-0.031800	-0.115661	0.065502	0.094103	-0.011838	0.031342	-0.114779	-0.009125	-0.058679	-0.258567	0.093577	-0.019791	0.070240	0.072906	-0.074620	0.110373	0.036089	-0.027797	0.012166	0.140389	-0.060288	-0.002933	0.121422	0.069787	-0.137090	-0.077691	-0.144636	0.026614	0.100701	0.064379	-0.036733	0.248516	0.087938	-0.011876	0.001155	0.155248	0.005746	-0.078558	0.150874	0.030683	-0.078778	0.009461	-0.129377	-0.102279	-0.085573	0.180976	-0.117231	0.004058	0.065170	0.001490	-0.044958	0.206713	0.049049	-0.114938	0.149452	0.201172	0.000915	0.066094	0.007221	-0.024850	-0.035419	0.075099	-0.052615	0.065438	0.062436	-0.128605	0.084835	0.013068	0.087002	-0.016404	-0.052157	0.063838	0.100627	0.023201	0.069992	-0.046000	-0.087437	0.055944	0.028682	0.066558	-0.080087	-0.090896	-0.024855	0.056832	-0.053953	0.101887	0.071003	0.032217	-0.039042	0.034377	0.121346	0.075533	0.016674	-0.036573	-0.143219	0.095541	0.068530	-0.006603
0.032512	-0.067273	0.091928	0.116502	-0.125965	-0.110728	0.059806	0.068175	0.097812	-0.032579	-0.094268	-0.007179	-0.026055	-0.059827	0.033004	-0.081455	0.005425	0.067248	0.050512	0.035634	0.269240	0.052445	0.000530	-0.009013	-0.094642	0.057509	0.062933	-0.059781	0.089755	0.120621	0.020780	-0.064231	0.086727	0.150347	-0.041951	-0.002501	-0.032968	0.007595	-0.023878	-0.176464	0.065118	-0.060164	0.088629	0.004320	-0.133860	0.069336	-0.055291	-0.023196	-0.042766	0.168769	-0.117519	0.110010	0.153752	0.138946	-0.094041	-0.178024	-0.155695	0.054724	0.003228	0.018607	0.020913	0.140202	0.075116	0.022465	0.030664	0.115742	0.068552	-0.001034	0.154356	0.001469	-0.041682	-0.066153	-0.147260	-0.076426	-0.181967	0.101587	-0.110748	0.009318	0.018971	0.017141	-0.015067	0.193009	0.063220	-0.096594	0.127100	0.171697	0.052015	0.078341	0.053288	-0.001828	-0.137408	-0.020689	-0.118301	0.008131	0.146924	-0.036647	0.086541	-0.012996	0.090493	0.019689	-0.105981	0.030084	0.037459	0.042093	0.060850	-0.079971	-0.087877	0.096577	-0.019596	0.030743	-0.149201	-0.048734	-0.144788	0.042472	-0.055552	0.132485	0.066023	0.026542	-0.072590	0.079508	0.128799	0.033644	0.008012	-0.005934	-0.082094	0.024133	0.078825	0.007012
-0.027417	0.009587	0.108333	0.053904	-0.062745	-0.122472	-0.026058	0.012044	0.078356	-0.009676	-0.155231	0.081072	0.075805	-0.053271	0.033539	-0.031599	0.031410	0.016248	0.026267	0.137185	0.152643	0.051546	0.078918	-0.090066	-0.013522	0.059130	-0.020995	-0.074990	0.022971	0.051621	-0.060013	-0.051893	0.020891	0.035143	-0.109341	-0.043445	0.026730	-0.032804	-0.127171	-0.093796	0.073542	-0.126589	0.100669	-0.004258	-0.165287	-0.064655	-0.043996	-0.023876	-0.029111	0.058787	-0.137277	-0.088549	0.197738	0.099075	-0.043285	0.023386	-0.174910	-0.058642	-0.003543	-0.010638	0.000265	0.101392	0.036563	-0.029051	0.023614	0.118313	0.058050	0.076139	0.123397	0.098245	-0.055473	0.032183	0.005077	-0.080223	-0.254532	0.111698	0.085421	0.065567	0.102635	-0.075973	0.123180	0.093739	0.081641	-0.037365	0.086378	0.093441	-0.018216	0.091117	0.087418	0.098747	-0.186694	-0.031339	-0.045229	-0.050364	0.047397	0.093131	0.270271	-0.065908	0.143024	-0.037385	-0.074601	-0.061278	0.129373	0.131329	0.143349	-0.049575	0.003384	0.084957	0.015088	0.069261	-0.074874	0.089450	-0.058531	0.127058	-0.035213	0.144323	0.098143	0.040561	0.072410	-0.013529	0.139088	-0.024475	-0.109973	0.022726	-0.111809	0.059842	0.026850	-0.104919
0.110268	-0.039954	0.079383	-0.057453	-0.036490	-0.085822	0.101115	0.012656	0.041133	0.101217	-0.097205	0.049969	0.013725	-0.045223	0.011665	-0.128123	-0.077657	0.187355	0.187879	0.060018	0.072258	-0.011636	0.108953	-0.014744	0.038524	0.009150	-0.104147	-0.044217	-0.010848	0.038623	0.112685	-0.020339	0.024762	0.003946	-0.006734	-0.074281	0.079050	0.015680	-0.046384	-0.190360	-0.102656	-0.121165	0.001849	-0.034842	-0.197196	-0.198351	-0.108542	0.054862	-0.207655	-0.017702	-0.010786	0.159284	0.105877	-0.060172	0.093615	0.116722	-0.029341	-0.001569	-0.102349	-0.018762	0.072211	-0.020285	0.032282	-0.119659	-0.024689	-0.025608	0.005468	0.116900	0.165280	-0.041925	-0.101561	0.045846	-0.092616	-0.126342	-0.072737	0.025841	-0.072671	0.072309	0.013452	0.080014	0.003435	0.034309	0.143181	-0.087592	-0.047218	-0.117151	0.084427	-0.037126	0.012173	-0.007829	-0.139662	0.114232	0.029519	0.018036	0.129461	0.027598	0.077217	-0.270855	0.065093	0.138588	-0.013064	-0.046139	0.070529	0.062151	0.028200	-0.027266	-0.004058	-0.137940	-0.073327	-0.046832	-0.081764	-0.135526	-0.122190	0.021198	-0.134943	0.082857	0.062617	0.103419	0.115552	-0.022588	0.076530	-0.017144	0.101518	-0.042292	-0.063828	-0.017320	-0.063724	-0.083080
0.018728	0.056125	-0.004913	0.062363	0.066375	-0.130571	0.052862	0.015607	0.241701	0.165665	0.077358	0.085431	-0.015347	0.049396	-0.062822	0.011685	-0.072936	0.117698	-0.007543	0.203848	0.020117	-0.063944	0.076469	0.191008	-0.181811	-0.159838	0.002493	0.056397	0.132604	-0.050759	0.030472	0.055973	0.031847	0.079655	-0.074618	-0.078209	-0.088959	-0.097796	0.042641	-0.172733	0.078885	-0.030241	0.053224	-0.132037	0.085659	0.038686	-0.218059	-0.036751	-0.041068	-0.062900	0.095354	-0.051020	-0.043962	-0.039477	0.001655	-0.016667	0.194526	-0.093212	-0.181496	-0.172473	-0.043693	-0.018031	-0.044403	-0.080940	-0.030612	-0.013549	0.034701	0.050043	-0.082292	-0.042461	-0.047988	0.018506	0.047757	-0.057818	0.014181	0.017683	-0.013578	-0.011253	-0.012641	0.160996	-0.006224	0.059304	0.095957	-0.143323	-0.101642	-0.035303	0.022067	0.039374	-0.017388	-0.005542	-0.060460	0.158608	-0.104775	-0.180099	-0.049542	0.040953	0.079932	-0.059618	0.136433	-0.023128	0.016033	-0.000916	0.008464	0.045151	-0.014356	-0.006977	0.128766	0.028184	-0.031967	-0.068587	0.140931	0.184783	-0.061195	-0.021516	-0.064389	0.012232	0.065742	0.091535	-0.107573	0.063929	0.064769	0.136456	-0.122292	0.036375	-0.018921	0.049749	-0.016433	-0.118742
0.014028	0.162016	0.198760	0.022508	0.180006	-0.104168	0.083081	0.065801	0.011375	0.001081	-0.007510	-0.001599	-0.080878	-0.079460	-0.013619	0.029465	-0.021210	0.047368	-0.034622	-0.002962	0.077572	0.094187	0.107891	0.021200	-0.079047	-0.085549	0.059051	0.023662	0.002098	-0.141681	-0.103307	-0.003126	0.156848	0.099973	0.020557	0.118890	-0.011479	0.013326	0.179791	-0.028540	0.042877	-0.146628	0.018023	0.120252	-0.108625	-0.051681	-0.104907	0.057125	-0.146996	0.024087	0.085649	-0.068371	0.163036	0.185405	-0.015260	-0.058108	-0.030298	-0.020352	0.024716	-0.112375	-0.060199	0.191491	-0.073784	0.041296	0.103073	0.088797	-0.000560	0.057689	0.066700	0.092646	0.009388	0.022980	-0.032834	-0.012180	-0.121168	-0.010284	0.117728	0.097703	-0.039055	0.015800	-0.014296	-0.076211	0.060398	-0.119434	0.054806	0.064275	-0.112705	-0.179428	-0.016021	0.041790	-0.105549	0.046389	0.020497	0.123202	-0.005767	0.165117	0.189995	-0.111135	-0.001178	0.007970	-0.088301	-0.045040	0.052685	-0.149483	-0.007727	-0.082899	-0.066338	0.040272	-0.190892	0.101231	0.039032	-0.028406	-0.182595	-0.067999	0.076588	0.101543	-0.027529	-0.117307	0.148914	-0.034435	-0.017635	-0.053363	-0.049311	-0.017380	-0.091764	0.013723	-0.103426	-0.044511
